CustomerID,Age,ChurnStatus,Zscore_Genderdiff,Zscore_Age_rangediff,Zscore_MaritalStatusdiff,Zscore_IncomeLeveldiff,Gender_M,Age_range_20-30,Age_range_30-40,Age_range_40-50,Age_range_50-60,Age_range_60+,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium,Duration_Interation,Markov_Churn_prob,Complaint,Feedback,Inquiry,Resolved,Unresolved,Rolling_7D_Sum,Rolling_7D_0-200,Rolling_7D_200-400,Rolling_7D_400-600,Rolling_7D_600+,Rolling_7D_Books,Rolling_7D_Clothing,Rolling_7D_Electronics,Rolling_7D_Furniture,Rolling_7D_Groceries,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210+,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_310,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_360,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440+,Rolling_7D_Books_bined_Rolling_7D_Books_220+,Rolling_7D_Books_bined_Rolling_7D_Books_80,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_280,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_320,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_380,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_410+,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_80,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_150+,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_40,LoginFrequency,DaysSinceLastLogin,LoginFrequency_Ratio,ServiceUsage_Online Banking,ServiceUsage_Website,LoginCategory_Medium,LoginCategory_High,LoginCategory_VeryHigh
15,42,0,21.89879621763757,6.257337086092729,-30.394572535514392,-9.421697848511641,True,False,False,True,False,False,False,False,False,False,True,256.0,0.209352755963068,1.0,1.0,0.0,0.0,2.0,273.54,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,199,0.8979591836734694,True,False,False,True,False
16,30,1,-23.096539171392866,-17.03300532544377,0.8601143009037884,-9.421697848511641,False,True,False,False,False,False,False,True,False,False,True,70.0,0.1929924212342249,0.0,0.0,2.0,2.0,0.0,334.33,False,True,False,False,334.33,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,41,291,0.8367346938775511,True,False,False,True,False
17,19,0,21.89879621763757,2.2382000000000004,38.16131641791046,33.05130105401849,True,False,False,False,False,False,True,False,False,True,False,5.0,0.19321674463828992,0.0,0.0,2.0,1.0,1.0,344.04,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,119,0.16326530612244897,True,False,False,False,False
18,56,1,-23.096539171392866,20.95184062015504,38.16131641791046,-27.049698105218543,False,False,False,False,True,False,True,False,False,False,False,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,37,0.7551020408163265,False,True,False,True,False
19,57,0,-23.096539171392866,20.95184062015504,-30.394572535514392,-27.049698105218543,False,False,False,False,True,False,False,False,False,False,False,224.0,0.25518101723751463,2.0,0.0,0.0,0.0,2.0,11.82,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,298,0.7959183673469388,True,False,False,True,False
20,41,0,21.89879621763757,6.257337086092729,0.8601143009037884,33.05130105401849,True,False,False,True,False,False,False,True,False,True,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,485.84,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,138,0.32653061224489793,False,True,True,False,False
21,64,0,21.89879621763757,3.071478260869576,-30.394572535514392,-27.049698105218543,True,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,198,0.3673469387755102,False,True,True,False,False
22,42,0,-23.096539171392866,6.257337086092729,-30.394572535514392,33.05130105401849,False,False,False,True,False,False,False,False,False,True,False,211.0,0.1929924212342249,0.0,0.0,2.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,239,0.8571428571428571,False,False,False,True,False
23,35,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,33.05130105401849,False,False,True,False,False,False,False,False,False,True,False,23.0,0.25518101723751463,2.0,0.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,177,0.3877551020408163,False,False,True,False,False
24,55,0,21.89879621763757,20.95184062015504,-14.640432432432394,-9.421697848511641,True,False,False,False,True,False,False,False,True,False,True,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,88,0.24489795918367346,False,False,False,False,False
25,43,0,-23.096539171392866,6.257337086092729,38.16131641791046,33.05130105401849,False,False,False,True,False,False,True,False,False,True,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,392.9,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,319,0.5510204081632653,False,False,False,True,False
26,31,1,21.89879621763757,-19.06215384615383,0.8601143009037884,-9.421697848511641,True,False,True,False,False,False,False,True,False,False,True,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,93,0.9183673469387755,False,False,False,True,False
27,26,0,21.89879621763757,-17.03300532544377,-14.640432432432394,-9.421697848511641,True,True,False,False,False,False,False,False,True,False,True,0.0,0.209352755963068,0.0,1.0,0.0,0.0,1.0,288.66,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,91,0.4489795918367347,False,False,True,False,False
28,27,0,-23.096539171392866,-17.03300532544377,-14.640432432432394,-27.049698105218543,False,True,False,False,False,False,False,False,True,False,False,231.0,0.19321674463828992,1.0,0.0,1.0,0.0,2.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,66,0.8571428571428571,True,False,False,True,False
29,38,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,-9.421697848511641,False,False,True,False,False,False,False,False,False,False,True,152.0,0.1929924212342249,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,120,0.6938775510204082,False,True,False,True,False
30,69,0,21.89879621763757,3.071478260869576,-30.394572535514392,-27.049698105218543,True,False,False,False,False,True,False,False,False,False,False,195.0,0.25518101723751463,2.0,0.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,172,0.7755102040816326,False,True,False,True,False
31,34,0,21.89879621763757,-19.06215384615383,-30.394572535514392,33.05130105401849,True,False,True,False,False,False,False,False,False,True,False,40.0,0.1929924212342249,1.0,0.0,1.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,136,0.46938775510204084,True,False,True,False,False
32,69,0,-23.096539171392866,3.071478260869576,38.16131641791046,-27.049698105218543,False,False,False,False,False,True,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,359,0.9795918367346939,False,False,False,False,True
33,23,1,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,True,True,False,False,False,False,False,False,False,False,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,226,0.4897959183673469,False,False,True,False,False
34,33,0,21.89879621763757,-19.06215384615383,-14.640432432432394,-27.049698105218543,True,False,True,False,False,False,False,False,True,False,False,44.0,0.22918367830826233,0.0,2.0,0.0,1.0,1.0,242.66,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,272,0.8979591836734694,True,False,False,True,False
35,65,0,21.89879621763757,3.071478260869576,38.16131641791046,33.05130105401849,True,False,False,False,False,True,True,False,False,True,False,0.0,0.25518101723751463,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,222,0.3877551020408163,False,False,True,False,False
36,18,0,-23.096539171392866,2.2382000000000004,-14.640432432432394,33.05130105401849,False,False,False,False,False,False,False,False,True,True,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,72.0,True,False,False,False,0.0,0.0,72.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,323,0.12244897959183673,True,False,False,False,False
37,36,0,-23.096539171392866,-19.06215384615383,38.16131641791046,-9.421697848511641,False,False,True,False,False,False,True,False,False,False,True,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,125,0.061224489795918366,True,False,False,False,False
38,53,0,-23.096539171392866,20.95184062015504,38.16131641791046,33.05130105401849,False,False,False,False,True,False,True,False,False,True,False,0.0,0.1929924212342249,0.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,34,0.9591836734693877,True,False,False,False,True
39,42,0,21.89879621763757,6.257337086092729,38.16131641791046,-9.421697848511641,True,False,False,True,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.93,False,True,False,False,0.0,0.0,0.0,332.93,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26,345,0.5306122448979592,True,False,False,True,False
40,67,0,-23.096539171392866,3.071478260869576,-14.640432432432394,33.05130105401849,False,False,False,False,False,True,False,False,True,True,False,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,281.66,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,78,0.40816326530612246,False,True,True,False,False
41,69,1,-23.096539171392866,3.071478260869576,38.16131641791046,-27.049698105218543,False,False,False,False,False,True,True,False,False,False,False,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,180,0.7755102040816326,False,False,False,True,False
42,47,0,21.89879621763757,6.257337086092729,-14.640432432432394,-9.421697848511641,True,False,False,True,False,False,False,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,167,0.20408163265306123,False,False,False,False,False
43,37,0,21.89879621763757,-19.06215384615383,0.8601143009037884,33.05130105401849,True,False,True,False,False,False,False,True,False,True,False,229.0,0.1929924212342249,0.0,0.0,2.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,220,0.5102040816326531,False,False,True,False,False
44,37,0,-23.096539171392866,-19.06215384615383,-14.640432432432394,33.05130105401849,False,False,True,False,False,False,False,False,True,True,False,0.0,0.209352755963068,0.0,1.0,0.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,48,0.7142857142857143,False,False,False,True,False
45,32,0,-23.096539171392866,-19.06215384615383,-14.640432432432394,33.05130105401849,False,False,True,False,False,False,False,False,True,True,False,0.0,0.25518101723751463,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,120,1.0,True,False,False,False,True
46,57,1,-23.096539171392866,20.95184062015504,38.16131641791046,-27.049698105218543,False,False,False,False,True,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,153,0.4897959183673469,True,False,True,False,False
47,50,0,-23.096539171392866,6.257337086092729,38.16131641791046,-9.421697848511641,False,False,False,True,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.06,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,256,0.42857142857142855,False,True,True,False,False
48,19,0,21.89879621763757,2.2382000000000004,-30.394572535514392,-9.421697848511641,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.87,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,202,0.6938775510204082,False,True,False,True,False
49,27,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,-9.421697848511641,False,True,False,False,False,False,False,True,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,315,0.3673469387755102,True,False,True,False,False
50,50,0,-23.096539171392866,6.257337086092729,0.8601143009037884,33.05130105401849,False,False,False,True,False,False,False,True,False,True,False,249.0,0.209352755963068,1.0,1.0,0.0,0.0,2.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,169,0.3877551020408163,True,False,True,False,False
51,49,1,21.89879621763757,6.257337086092729,-30.394572535514392,-9.421697848511641,True,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,61,0.061224489795918366,False,False,False,False,False
52,28,0,21.89879621763757,-17.03300532544377,-14.640432432432394,-9.421697848511641,True,True,False,False,False,False,False,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,318,0.12244897959183673,False,False,False,False,False
53,41,0,-23.096539171392866,6.257337086092729,-14.640432432432394,33.05130105401849,False,False,False,True,False,False,False,False,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,90,0.40816326530612246,False,False,True,False,False
54,53,0,-23.096539171392866,20.95184062015504,38.16131641791046,33.05130105401849,False,False,False,False,True,False,True,False,False,True,False,313.0,0.1975286889605726,1.0,1.0,0.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,345,0.4489795918367347,True,False,True,False,False
55,29,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,33.05130105401849,False,True,False,False,False,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,135,0.673469387755102,False,True,False,True,False
56,68,0,-23.096539171392866,3.071478260869576,38.16131641791046,33.05130105401849,False,False,False,False,False,True,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.65,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,133,0.2857142857142857,False,False,False,False,False
57,46,0,-23.096539171392866,6.257337086092729,-30.394572535514392,-27.049698105218543,False,False,False,True,False,False,False,False,False,False,False,0.0,0.25518101723751463,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,164,0.8979591836734694,True,False,False,True,False
58,52,0,21.89879621763757,20.95184062015504,0.8601143009037884,-27.049698105218543,True,False,False,False,True,False,False,True,False,False,False,177.0,0.19321674463828992,1.0,0.0,1.0,0.0,2.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,258,0.1836734693877551,True,False,False,False,False
59,18,0,21.89879621763757,2.2382000000000004,38.16131641791046,-9.421697848511641,True,False,False,False,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,20,0.9183673469387755,True,False,False,True,False
60,18,0,-23.096539171392866,2.2382000000000004,0.8601143009037884,-27.049698105218543,False,False,False,False,False,False,False,True,False,False,False,73.0,0.22918367830826233,0.0,2.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,304,0.5102040816326531,False,False,True,False,False
61,54,1,21.89879621763757,20.95184062015504,0.8601143009037884,33.05130105401849,True,False,False,False,True,False,False,True,False,True,False,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,4,0.9591836734693877,False,True,False,False,True
62,23,0,-23.096539171392866,-17.03300532544377,38.16131641791046,-27.049698105218543,False,True,False,False,False,False,True,False,False,False,False,300.0,0.1929924212342249,1.0,0.0,1.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,126,0.32653061224489793,False,False,True,False,False
63,56,0,21.89879621763757,20.95184062015504,38.16131641791046,33.05130105401849,True,False,False,False,True,False,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.58,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,219,0.14285714285714285,False,False,False,False,False
64,58,0,-23.096539171392866,20.95184062015504,0.8601143009037884,-27.049698105218543,False,False,False,False,True,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,211,0.22448979591836735,True,False,False,False,False
65,35,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,33.05130105401849,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.51,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,97,0.5510204081632653,False,False,False,True,False
66,33,0,21.89879621763757,-19.06215384615383,-14.640432432432394,-9.421697848511641,True,False,True,False,False,False,False,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,136,0.8163265306122449,True,False,False,True,False
67,22,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,-9.421697848511641,False,True,False,False,False,False,False,True,False,False,True,22.0,0.1929924212342249,0.0,0.0,2.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,161,0.3469387755102041,True,False,True,False,False
68,59,1,-23.096539171392866,20.95184062015504,-30.394572535514392,-27.049698105218543,False,False,False,False,True,False,False,False,False,False,False,131.0,0.25518101723751463,1.0,0.0,1.0,0.0,2.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,159,0.10204081632653061,False,True,False,False,False
