CustomerID,Age,ChurnStatus,Zscore_Genderdiff,Zscore_Age_rangediff,Zscore_MaritalStatusdiff,Zscore_IncomeLeveldiff,Duration_Interation,Markov_Churn_prob,Gender_M,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium,Age_range_20-30,Age_range_30-40,Age_range_40-50,Age_range_50-60,Age_range_60+,Rolling_7D_Sum,Rolling_7D_0-200,Rolling_7D_200-400,Rolling_7D_400-600,Rolling_7D_600+,Rolling_7D_Books,Rolling_7D_Clothing,Rolling_7D_Electronics,Rolling_7D_Furniture,Rolling_7D_Groceries,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210+,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_310,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_360,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440+,Rolling_7D_Books_bined_Rolling_7D_Books_220+,Rolling_7D_Books_bined_Rolling_7D_Books_80,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_280,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_320,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_380,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_410+,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_80,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_150+,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_40,LoginFrequency,DaysSinceLastLogin,LoginFrequency_Ratio,ServiceUsage_Online Banking,ServiceUsage_Website,LoginCategory_Medium,LoginCategory_High,LoginCategory_VeryHigh
21,64,0,21.89879621763757,3.071478260869576,-30.394572535514392,-27.049698105218543,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,198,0.3673469387755102,False,True,True,False,False
22,42,0,-23.096539171392862,6.257337086092729,-30.394572535514392,33.05130105401849,211.0,0.1929924212342249,False,False,False,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,239,0.8571428571428571,False,False,False,True,False
23,35,0,-23.096539171392862,-19.06215384615383,-30.394572535514392,33.05130105401849,23.0,0.2551810172375146,False,False,False,False,True,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,177,0.3877551020408163,False,False,True,False,False
24,55,0,21.89879621763757,20.95184062015504,-14.640432432432394,-9.42169784851164,0.0,0.1975286889605726,True,False,False,True,False,True,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,88,0.2448979591836734,False,False,False,False,False
25,43,0,-23.096539171392862,6.257337086092729,38.16131641791046,33.05130105401849,0.0,0.2291836783082623,False,True,False,False,True,False,False,False,True,False,False,392.9,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,319,0.5510204081632653,False,False,False,True,False
26,31,1,21.89879621763757,-19.06215384615383,0.8601143009037884,-9.42169784851164,0.0,0.1975286889605726,True,False,True,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,93,0.9183673469387756,False,False,False,True,False
27,26,0,21.89879621763757,-17.03300532544377,-14.640432432432394,-9.42169784851164,0.0,0.209352755963068,True,False,False,True,False,True,True,False,False,False,False,288.66,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,91,0.4489795918367347,False,False,True,False,False
28,27,0,-23.096539171392862,-17.03300532544377,-14.640432432432394,-27.049698105218543,231.0,0.1932167446382899,False,False,False,True,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,66,0.8571428571428571,True,False,False,True,False
29,38,0,-23.096539171392862,-19.06215384615383,-30.394572535514392,-9.42169784851164,152.0,0.1929924212342249,False,False,False,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,120,0.6938775510204082,False,True,False,True,False
30,69,0,21.89879621763757,3.071478260869576,-30.394572535514392,-27.049698105218543,195.0,0.2551810172375146,True,False,False,False,False,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,172,0.7755102040816326,False,True,False,True,False
31,34,0,21.89879621763757,-19.06215384615383,-30.394572535514392,33.05130105401849,40.0,0.1929924212342249,True,False,False,False,True,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,136,0.4693877551020408,True,False,True,False,False
32,69,0,-23.096539171392862,3.071478260869576,38.16131641791046,-27.049698105218543,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,359,0.979591836734694,False,False,False,False,True
33,23,1,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,0.0,0.2291836783082623,True,False,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,226,0.4897959183673469,False,False,True,False,False
34,33,0,21.89879621763757,-19.06215384615383,-14.640432432432394,-27.049698105218543,44.0,0.2291836783082623,True,False,False,True,False,False,False,True,False,False,False,242.66,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,272,0.8979591836734694,True,False,False,True,False
35,65,0,21.89879621763757,3.071478260869576,38.16131641791046,33.05130105401849,0.0,0.2551810172375146,True,True,False,False,True,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,222,0.3877551020408163,False,False,True,False,False
36,18,0,-23.096539171392862,2.2382000000000004,-14.640432432432394,33.05130105401849,0.0,0.2291836783082623,False,False,False,True,True,False,False,False,False,False,False,72.0,True,False,False,False,0.0,0.0,72.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,323,0.1224489795918367,True,False,False,False,False
37,36,0,-23.096539171392862,-19.06215384615383,38.16131641791046,-9.42169784851164,0.0,0.1975286889605726,False,True,False,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,125,0.0612244897959183,True,False,False,False,False
38,53,0,-23.096539171392862,20.95184062015504,38.16131641791046,33.05130105401849,0.0,0.1929924212342249,False,True,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,34,0.9591836734693876,True,False,False,False,True
39,42,0,21.89879621763757,6.257337086092729,38.16131641791046,-9.42169784851164,0.0,0.0,True,True,False,False,False,True,False,False,True,False,False,332.93,False,True,False,False,0.0,0.0,0.0,332.93,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26,345,0.5306122448979592,True,False,False,True,False
40,67,0,-23.096539171392862,3.071478260869576,-14.640432432432394,33.05130105401849,0.0,0.1975286889605726,False,False,False,True,True,False,False,False,False,False,True,281.66,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,78,0.4081632653061224,False,True,True,False,False
41,69,1,-23.096539171392862,3.071478260869576,38.16131641791046,-27.049698105218543,0.0,0.1932167446382899,False,True,False,False,False,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,180,0.7755102040816326,False,False,False,True,False
42,47,0,21.89879621763757,6.257337086092729,-14.640432432432394,-9.42169784851164,0.0,0.0,True,False,False,True,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,167,0.2040816326530612,False,False,False,False,False
43,37,0,21.89879621763757,-19.06215384615383,0.8601143009037884,33.05130105401849,229.0,0.1929924212342249,True,False,True,False,True,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,220,0.5102040816326531,False,False,True,False,False
44,37,0,-23.096539171392862,-19.06215384615383,-14.640432432432394,33.05130105401849,0.0,0.209352755963068,False,False,False,True,True,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,48,0.7142857142857143,False,False,False,True,False
45,32,0,-23.096539171392862,-19.06215384615383,-14.640432432432394,33.05130105401849,0.0,0.2551810172375146,False,False,False,True,True,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,120,1.0,True,False,False,False,True
46,57,1,-23.096539171392862,20.95184062015504,38.16131641791046,-27.049698105218543,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,153,0.4897959183673469,True,False,True,False,False
47,50,0,-23.096539171392862,6.257337086092729,38.16131641791046,-9.42169784851164,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,158.06,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,256,0.4285714285714285,False,True,True,False,False
48,19,0,21.89879621763757,2.2382000000000004,-30.394572535514392,-9.42169784851164,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,429.87,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,202,0.6938775510204082,False,True,False,True,False
49,27,0,-23.096539171392862,-17.03300532544377,0.8601143009037884,-9.42169784851164,0.0,0.0,False,False,True,False,False,True,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,315,0.3673469387755102,True,False,True,False,False
50,50,0,-23.096539171392862,6.257337086092729,0.8601143009037884,33.05130105401849,249.0,0.209352755963068,False,False,True,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,169,0.3877551020408163,True,False,True,False,False
51,49,1,21.89879621763757,6.257337086092729,-30.394572535514392,-9.42169784851164,0.0,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,61,0.0612244897959183,False,False,False,False,False
52,28,0,21.89879621763757,-17.03300532544377,-14.640432432432394,-9.42169784851164,0.0,0.0,True,False,False,True,False,True,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,318,0.1224489795918367,False,False,False,False,False
53,41,0,-23.096539171392862,6.257337086092729,-14.640432432432394,33.05130105401849,0.0,0.0,False,False,False,True,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,90,0.4081632653061224,False,False,True,False,False
54,53,0,-23.096539171392862,20.95184062015504,38.16131641791046,33.05130105401849,313.0,0.1975286889605726,False,True,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,345,0.4489795918367347,True,False,True,False,False
55,29,0,-23.096539171392862,-17.03300532544377,0.8601143009037884,33.05130105401849,0.0,0.0,False,False,True,False,True,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,135,0.673469387755102,False,True,False,True,False
56,68,0,-23.096539171392862,3.071478260869576,38.16131641791046,33.05130105401849,0.0,0.0,False,True,False,False,True,False,False,False,False,False,True,365.65,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,133,0.2857142857142857,False,False,False,False,False
57,46,0,-23.096539171392862,6.257337086092729,-30.394572535514392,-27.049698105218543,0.0,0.2551810172375146,False,False,False,False,False,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,164,0.8979591836734694,True,False,False,True,False
58,52,0,21.89879621763757,20.95184062015504,0.8601143009037884,-27.049698105218543,177.0,0.1932167446382899,True,False,True,False,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,258,0.1836734693877551,True,False,False,False,False
59,18,0,21.89879621763757,2.2382000000000004,38.16131641791046,-9.42169784851164,0.0,0.0,True,True,False,False,False,True,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,20,0.9183673469387756,True,False,False,True,False
60,18,0,-23.096539171392862,2.2382000000000004,0.8601143009037884,-27.049698105218543,73.0,0.2291836783082623,False,False,True,False,False,False,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,304,0.5102040816326531,False,False,True,False,False
61,54,1,21.89879621763757,20.95184062015504,0.8601143009037884,33.05130105401849,0.0,0.1975286889605726,True,False,True,False,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,4,0.9591836734693876,False,True,False,False,True
62,23,0,-23.096539171392862,-17.03300532544377,38.16131641791046,-27.049698105218543,300.0,0.1929924212342249,False,True,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,126,0.3265306122448979,False,False,True,False,False
63,56,0,21.89879621763757,20.95184062015504,38.16131641791046,33.05130105401849,0.0,0.0,True,True,False,False,True,False,False,False,False,True,False,436.58,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,219,0.1428571428571428,False,False,False,False,False
64,58,0,-23.096539171392862,20.95184062015504,0.8601143009037884,-27.049698105218543,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,211,0.2244897959183673,True,False,False,False,False
65,35,0,-23.096539171392862,-19.06215384615383,-30.394572535514392,33.05130105401849,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,165.51,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,97,0.5510204081632653,False,False,False,True,False
66,33,0,21.89879621763757,-19.06215384615383,-14.640432432432394,-9.42169784851164,0.0,0.0,True,False,False,True,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,136,0.8163265306122449,True,False,False,True,False
67,22,0,-23.096539171392862,-17.03300532544377,0.8601143009037884,-9.42169784851164,22.0,0.1929924212342249,False,False,True,False,False,True,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,161,0.3469387755102041,True,False,True,False,False
68,59,1,-23.096539171392862,20.95184062015504,-30.394572535514392,-27.049698105218543,131.0,0.2551810172375146,False,False,False,False,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,159,0.1020408163265306,False,True,False,False,False
69,60,0,-23.096539171392862,20.95184062015504,0.8601143009037884,33.05130105401849,0.0,0.2291836783082623,False,False,True,False,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,48,0.5918367346938775,False,False,False,True,False
70,49,0,-23.096539171392862,6.257337086092729,38.16131641791046,-9.42169784851164,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,291,0.2040816326530612,False,False,False,False,False
71,19,1,-23.096539171392862,2.2382000000000004,-30.394572535514392,33.05130105401849,82.0,0.2291836783082623,False,False,False,False,True,False,False,False,False,False,False,172.53,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,136,0.9591836734693876,True,False,False,False,True
72,19,1,-23.096539171392862,2.2382000000000004,-30.394572535514392,-27.049698105218543,6.0,0.2551810172375146,False,False,False,False,False,False,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,250,0.5102040816326531,True,False,True,False,False
73,57,1,21.89879621763757,20.95184062015504,0.8601143009037884,33.05130105401849,0.0,0.1929924212342249,True,False,True,False,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,65,0.4897959183673469,True,False,True,False,False
74,59,0,21.89879621763757,20.95184062015504,-14.640432432432394,33.05130105401849,0.0,0.1975286889605726,True,False,False,True,True,False,False,False,False,True,False,317.21,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,315,0.8979591836734694,False,False,False,True,False
75,53,1,-23.096539171392862,20.95184062015504,0.8601143009037884,-27.049698105218543,0.0,0.1929924212342249,False,False,True,False,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,197,0.2448979591836734,False,False,False,False,False
76,56,1,-23.096539171392862,20.95184062015504,-14.640432432432394,-9.42169784851164,17.0,0.1929924212342249,False,False,False,True,False,True,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,236,0.1020408163265306,False,True,False,False,False
77,29,0,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,229.06,False,True,False,False,0.0,0.0,0.0,12.77,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,77,0.5918367346938775,True,False,False,True,False
